TransactionNumber,UserID,Age,Gender,Occupation,EducationLevel,MaritalStatus,NumDependents,Income,Expenditure,GiftsTransaction,TransactionDate,TransactionTime,TransactionAmount,MerchantID,TransactionType,TransactionLocation,DeviceType,Latitude,Longitude,EmailDomain,Terrorism,UserTenure,IsFraud,ExpenditureCurrency,GiftsCurrency,TransactionDatetime,TransactionCurrency
16176,3002,30,Female,Professional,Master,Single,2,57115.19,93068.23,1227.71,2023-10-21,15:16:06,1312.06,M007,Purchase,Hobart,Desktop,-31.840233,145.612793,mark25@tempmail.com,True,83,0,AED,AUD,2023-10-21 15:16:06,AED
14921,3660,33,Male,Professional,Master,Married,4,50261.42,49064.93,1425.89,2023-12-17,03:14:23,10.38,M007,Transfer,Canberra,Mobile,-31.840233,145.612793,nrodriguez@gmail.com,False,5,1,AED,AUD,2023-12-17 03:14:23,AED
986,110,34,Male,Student,High School,Married,2,94442.65,32990.31,5817.86,2023-11-05,07:04:59,181.74,M002,Withdrawal,Sydney,Mobile,-20.917574,142.702789,ricardocole@outlook.com,True,68,1,AUD,GBP,2023-11-05 07:04:59,AUD
16252,2782,39,Male,Retired,Master,Married,3,32462.58,49799.93,406.73,2023-04-25,19:15:23,340.36,M008,Withdrawal,Sydney,Desktop,-31.840233,145.612793,ywilliams@outlook.com,False,55,1,AED,AUD,2023-04-25 19:15:23,AED
9149,2752,43,Male,Unemployed,High School,Divorced,1,38545.93,16165.65,621.01,2023-01-19,16:50:16,87.04,M002,Purchase,Melbourne,Desktop,-37.0201,144.9646,evanssandra@outlook.com,True,27,0,AUD,GBP,2023-01-19 16:50:16,AUD
8722,667,31,Male,Student,Bachelor,Married,4,43781.93,15599.72,1177.93,2023-08-15,00:29:49,745.94,M006,Transfer,Canberra,Tablet,-37.0201,144.9646,dturner@yahoo.com,False,56,1,AUD,GBP,2023-08-15 00:29:49,AUD
16756,1650,50,Female,Retired,High School,Married,0,57022.6,70660.77,590.58,2023-09-17,09:08:46,457.49,M004,Payment,Melbourne,Mobile,-20.917574,142.702789,denisehays@yahoo.com,False,44,0,AED,AUD,2023-09-17 09:08:46,AED
11841,3854,18,Female,Student,High School,Single,3,45534.29,22727.04,750.65,2023-11-25,05:56:01,28.74,M004,Purchase,Sydney,Tablet,-37.0201,144.9646,taylor17@yahoo.com,True,72,1,AUD,GBP,2023-11-25 05:56:01,AUD
8962,499,41,Female,Professional,Master,Single,0,50503.4,20777.84,1515.44,2023-09-19,09:30:37,7.77,M004,Purchase,Adelaide,Mobile,-19.491411,132.550964,justinjenkins@gmail.com,False,75,0,AUD,GBP,2023-09-19 09:30:37,AUD
4382,1428,36,Male,Student,Bachelor,Married,0,59211.32,34252.18,177.35,2023-12-24,09:36:54,110.77,M006,Transfer,Melbourne,Mobile,-20.917574,142.702789,tiffany20@yahoo.com,False,49,0,AUD,GBP,2023-12-24 09:36:54,AUD
14446,1797,22,Male,Professional,High School,Married,3,51182.94,15414.52,748.79,2023-10-26,03:54:23,89.22,M004,Withdrawal,Melbourne,Mobile,-37.0201,144.9646,kgarcia@outlook.com,False,73,1,AUD,GBP,2023-10-26 03:54:23,AUD
5733,4446,38,Female,Student,Master,Single,1,42550.43,15857.83,2167.44,2023-02-09,21:47:33,785.25,M005,Purchase,Perth,Desktop,-20.917574,142.702789,bartonchristopher@yahoo.com,False,24,0,AUD,GBP,2023-02-09 21:47:33,AUD
5769,3203,45,Male,Professional,Master,Married,4,147459.11,81170.89,2284.09,2023-08-16,11:51:42,420.73,M007,Transfer,Melbourne,Desktop,-37.0201,144.9646,dsanchez@tempmail.com,False,58,0,AUD,GBP,2023-08-16 11:51:42,AUD
14402,3856,32,Male,Student,High School,Single,1,45179.2,15482.91,598.75,2023-08-13,07:55:42,473.64,M007,Purchase,Canberra,Mobile,-20.917574,142.702789,matthewmclaughlin@outlook.com,False,67,0,AUD,GBP,2023-08-13 07:55:42,AUD
15548,2475,34,Female,Student,High School,Single,1,136975.56,218628.65,3874.42,2023-07-23,21:03:11,8.62,M008,Withdrawal,Hobart,Mobile,-30.000233,136.209152,nicole61@gmail.com,False,1,1,AED,AUD,2023-07-23 21:03:11,AED
15553,4052,32,Male,Professional,Bachelor,Single,3,70083.09,53254.53,1946.35,2023-12-26,04:27:01,1137.14,M003,Payment,Adelaide,Desktop,-37.0201,144.9646,rroy@outlook.com,False,86,1,AED,AUD,2023-12-26 04:27:01,AED
6576,374,35,Male,Professional,High School,Married,3,77952.03,35736.16,3712.51,2023-03-09,05:46:11,19.6,M004,Payment,Sydney,Mobile,-37.0201,144.9646,xbowers@yahoo.com,False,33,1,AUD,GBP,2023-03-09 05:46:11,AUD
3182,3785,27,Female,Professional,High School,Single,3,61635.65,28190.73,725.44,2023-09-26,11:41:39,87.11,M005,Withdrawal,Sydney,Mobile,-25.042261,117.793221,holly70@yahoo.com,False,61,1,AUD,GBP,2023-09-26 11:41:39,AUD
13437,2949,38,Female,Unemployed,Bachelor,Married,4,51565.57,35263.63,920.82,2023-07-26,05:31:53,205.79,M001,Payment,Melbourne,Mobile,-31.840233,145.612793,justingonzalez@gmail.com,True,59,0,AUD,GBP,2023-07-26 05:31:53,AUD
12393,2301,40,Male,Professional,High School,Married,4,63849.79,24985.7,4350.44,2023-12-13,23:43:40,335.63,M006,Purchase,Darwin,Tablet,-31.840233,145.612793,james32@gmail.com,True,101,0,AUD,GBP,2023-12-13 23:43:40,AUD
17443,4845,44,Female,Student,High School,Single,3,91285.56,179881.29,5348.82,2023-11-13,15:14:21,2276.21,M005,Transfer,Adelaide,Desktop,-37.0201,144.9646,james82@yahoo.com,False,90,0,AED,AUD,2023-11-13 15:14:21,AED
13911,491,21,Female,Retired,PhD,Married,2,27120.14,17471.3,268.93,2023-08-12,02:53:19,117.4,M001,Withdrawal,Hobart,Desktop,-31.840233,145.612793,marvin60@gmail.com,False,25,1,AUD,GBP,2023-08-12 02:53:19,AUD
13511,2530,32,Female,Student,Master,Single,1,77463.23,32852.87,3616.24,2023-12-21,00:05:07,139.14,M004,Purchase,Adelaide,Mobile,-37.0201,144.9646,lopezbarbara@yahoo.com,True,103,1,AUD,GBP,2023-12-21 00:05:07,AUD
5829,537,29,Female,Professional,High School,Married,2,86955.88,40255.02,2107.26,2023-02-06,16:48:32,129.96,M003,Purchase,Adelaide,Mobile,-41.640079,146.315918,colemanpamela@tempmail.com,False,72,0,AUD,GBP,2023-02-06 16:48:32,AUD
16971,4837,38,Male,Professional,Master,Married,1,29760.43,34626.36,146.26,2023-08-14,11:28:16,88.81,M008,Transfer,Brisbane,Mobile,-25.042261,117.793221,clarkehannah@outlook.com,False,110,0,AED,AUD,2023-08-14 11:28:16,AED
2015,4696,23,Male,Student,Bachelor,Married,4,36565.34,11163.62,1557.01,2023-09-30,21:23:14,66.73,M001,Withdrawal,Brisbane,Desktop,-37.0201,144.9646,jeremy80@yahoo.com,False,50,1,AUD,GBP,2023-09-30 21:23:14,AUD
10175,4319,58,Female,Professional,Bachelor,Married,4,79638.67,31129.6,875.64,2023-05-03,01:43:36,194.75,M008,Purchase,Canberra,Desktop,-31.840233,145.612793,curtis23@disposable.com,False,115,1,AUD,GBP,2023-05-03 01:43:36,AUD
17470,4935,32,Male,Professional,Bachelor,Married,2,54748.12,97666.84,2640.74,2023-01-24,20:37:26,60.47,M008,Transfer,Sydney,Mobile,-37.0201,144.9646,luke45@gmail.com,False,46,0,AED,AUD,2023-01-24 20:37:26,AED
5756,485,29,Male,Student,Bachelor,Married,1,22209.89,8821.85,60.26,2023-05-26,20:37:11,174.26,M004,Withdrawal,Perth,Mobile,-31.840233,145.612793,davidwilliams@outlook.com,True,104,1,AUD,GBP,2023-05-26 20:37:11,AUD
603,927,26,Female,Student,Bachelor,Single,2,158381.49,63795.52,950.73,2023-02-19,18:02:14,210.05,M007,Payment,Sydney,Desktop,-37.0201,144.9646,hwilliams@gmail.com,True,76,0,AUD,GBP,2023-02-19 18:02:14,AUD
5329,2777,33,Male,Student,Bachelor,Single,2,64149.83,50261.63,752.75,2023-11-02,08:52:50,60.28,M005,Payment,Adelaide,Desktop,-31.840233,145.612793,hmaxwell@yahoo.com,True,73,0,AUD,GBP,2023-11-02 08:52:50,AUD
11075,4700,36,Male,Retired,High School,Single,0,46645.11,17899.1,51.7,2023-05-29,11:47:23,202.97,M005,Purchase,Darwin,Tablet,-31.840233,145.612793,wsmith@gmail.com,True,75,0,AUD,GBP,2023-05-29 11:47:23,AUD
7012,1520,25,Female,Unemployed,High School,Widowed,2,40061.88,19473.97,3232.98,2023-04-18,16:01:16,318.67,M005,Withdrawal,Darwin,Desktop,-20.917574,142.702789,hartbianca@gmail.com,True,114,1,AUD,GBP,2023-04-18 16:01:16,AUD
243,387,31,Male,Unemployed,Bachelor,Single,3,97327.45,35894.23,4149.06,2023-06-16,18:38:29,47.17,M007,Purchase,Hobart,Mobile,-20.917574,142.702789,bburnett@outlook.com,True,69,0,AUD,GBP,2023-06-16 18:38:29,AUD
13840,1502,40,Male,Student,Master,Single,1,40621.74,22185.75,4123.15,2023-07-15,08:03:17,52.56,M007,Purchase,Adelaide,Mobile,-37.0201,144.9646,teresa08@gmail.com,False,10,0,AUD,GBP,2023-07-15 08:03:17,AUD
6802,1572,37,Female,Professional,High School,Widowed,1,69248.34,31091.21,1316.17,2023-10-03,18:38:11,4839.46,M001,Purchase,Adelaide,Desktop,-20.917574,142.702789,pwong@tempmail.com,True,111,1,AUD,GBP,2023-10-03 18:38:11,AUD
14059,4130,31,Male,Student,Master,Widowed,3,38359.93,25096.9,2973.94,2023-05-23,21:20:00,393.68,M001,Withdrawal,Canberra,Mobile,-37.0201,144.9646,ibartlett@gmail.com,True,111,1,AUD,GBP,2023-05-23 21:20:00,AUD
17235,266,20,Male,Professional,Bachelor,Married,2,38333.58,54341.26,2287.29,2023-10-18,19:10:25,511.85,M008,Payment,Canberra,Desktop,-31.840233,145.612793,stuartsamantha@gmail.com,False,88,0,AED,AUD,2023-10-18 19:10:25,AED
17544,495,29,Male,Professional,PhD,Widowed,1,53320.51,45256.2,4667.55,2023-10-17,01:01:39,506.45,M004,Withdrawal,Melbourne,Mobile,-31.840233,145.612793,nwright@yahoo.com,False,117,1,AED,AUD,2023-10-17 01:01:39,AED
4830,278,35,Male,Unemployed,Bachelor,Married,4,63467.97,35956.55,2814.79,2023-04-30,10:12:07,992.33,M004,Withdrawal,Brisbane,Desktop,-25.042261,117.793221,valerieserrano@yahoo.com,False,117,1,AUD,GBP,2023-04-30 10:12:07,AUD
5344,2183,33,Male,Unemployed,High School,Single,3,66068.68,39508.39,8675.25,2023-12-09,07:46:27,47.18,M008,Purchase,Sydney,Mobile,-37.0201,144.9646,rachelhardy@gmail.com,False,91,0,AUD,GBP,2023-12-09 07:46:27,AUD
5202,4055,30,Male,Student,Master,Married,3,79431.48,63214.27,387.07,2023-09-05,10:11:04,16.16,M004,Withdrawal,Melbourne,Desktop,-31.840233,145.612793,jessica82@yahoo.com,False,109,0,AUD,GBP,2023-09-05 10:11:04,AUD
11074,3525,39,Female,Professional,Master,Married,1,103474.27,50483.92,3214.01,2023-12-19,23:59:59,127.12,M004,Purchase,Perth,Mobile,-30.000233,136.209152,pedwards@gmail.com,False,36,0,AUD,GBP,2023-12-19 23:59:59,AUD
12980,2878,42,Male,Professional,High School,Single,2,25682.68,8529.94,1668.25,2023-08-13,21:54:29,19.65,M004,Purchase,Darwin,Mobile,-31.840233,145.612793,lorilucas@yahoo.com,True,47,0,AUD,GBP,2023-08-13 21:54:29,AUD
3960,3482,33,Female,Professional,High School,Married,0,81713.33,62963.56,3404.93,2023-03-27,19:03:55,36.68,M001,Purchase,Darwin,Desktop,-37.0201,144.9646,shaneshaw@outlook.com,False,89,0,AUD,GBP,2023-03-27 19:03:55,AUD
179,4889,39,Male,Student,Bachelor,Widowed,0,37933.77,18768.96,1156.57,2023-12-25,09:40:46,149.79,M007,Transfer,Darwin,Mobile,-37.0201,144.9646,john24@disposable.com,False,96,0,AUD,GBP,2023-12-25 09:40:46,AUD
15918,1853,34,Female,Student,High School,Married,0,55240.65,61209.38,1057.25,2023-12-04,10:21:23,880.96,M003,Withdrawal,Adelaide,Mobile,-31.840233,145.612793,smitherika@gmail.com,False,104,1,AED,AUD,2023-12-04 10:21:23,AED
4793,4917,39,Male,Student,Bachelor,Single,0,43906.99,19223.51,4610.02,2023-08-26,15:47:46,27.18,M007,Withdrawal,Canberra,Mobile,-37.0201,144.9646,ashleybooth@outlook.com,False,51,1,AUD,GBP,2023-08-26 15:47:46,AUD
12224,1873,51,Female,Student,Bachelor,Single,4,52050.54,30280.97,392.86,2023-10-02,09:10:29,128.68,M007,Purchase,Hobart,Desktop,-31.840233,145.612793,fwalker@tempmail.com,True,71,0,AUD,GBP,2023-10-02 09:10:29,AUD
17589,166,19,Male,Student,Master,Widowed,0,52709.49,96136.04,43.51,2023-09-06,09:36:10,1338.97,M001,Withdrawal,Sydney,Mobile,-37.0201,144.9646,smithphilip@gmail.com,False,26,1,AED,AUD,2023-09-06 09:36:10,AED
13838,3034,24,Female,Student,Bachelor,Divorced,1,70295.49,51782.37,2759.21,2023-09-17,08:59:08,472.96,M003,Transfer,Sydney,Tablet,-37.0201,144.9646,thodges@yahoo.com,False,25,0,AUD,GBP,2023-09-17 08:59:08,AUD
12248,1867,19,Male,Professional,Master,Married,3,54426.08,30808.35,871.41,2023-02-25,11:15:59,49.24,M007,Purchase,Sydney,Desktop,-37.0201,144.9646,ryan27@outlook.com,False,7,0,AUD,GBP,2023-02-25 11:15:59,AUD
8221,988,39,Female,Professional,Bachelor,Single,1,57684.12,21672.87,1224.91,2023-06-16,05:00:13,1061.22,M004,Purchase,Canberra,Desktop,-31.840233,145.612793,yjones@gmail.com,True,90,1,AUD,GBP,2023-06-16 05:00:13,AUD
14943,1949,32,Male,Professional,Bachelor,Single,4,78894.77,74684.66,4314.1,2023-12-30,14:37:32,304.3,M004,Purchase,Melbourne,Mobile,-37.0201,144.9646,kimwhite@gmail.com,False,110,0,AED,AUD,2023-12-30 14:37:32,AED
16080,2641,46,Female,Professional,Master,Married,4,49022.64,82717.6,106.18,2023-11-05,08:48:24,434.36,M003,Purchase,Adelaide,Mobile,-30.000233,136.209152,mfox@yahoo.com,False,16,0,AED,AUD,2023-11-05 08:48:24,AED
16934,72,36,Male,Professional,Master,Single,0,36707.7,32674.58,10110.01,2023-06-04,13:55:17,38.57,M003,Purchase,Darwin,Tablet,-20.917574,142.702789,marissacastro@gmail.com,False,119,0,AED,AUD,2023-06-04 13:55:17,AED
1245,2716,35,Female,Student,High School,Married,3,99448.41,48915.46,533.81,2023-02-07,03:02:06,38.07,M003,Purchase,Adelaide,Mobile,-20.917574,142.702789,phillipserika@yahoo.com,True,83,1,AUD,GBP,2023-02-07 03:02:06,AUD
4537,3298,25,Male,Unemployed,Master,Single,2,76801.0,51455.48,1588.68,2023-09-20,03:24:13,82.99,M007,Purchase,Melbourne,Mobile,-20.917574,142.702789,dwood@tempmail.com,False,108,0,AUD,GBP,2023-09-20 03:24:13,AUD
4053,4254,20,Male,Professional,Master,Single,4,71554.63,56031.45,2876.26,2023-12-26,13:14:53,28.77,M008,Purchase,Hobart,Desktop,-30.000233,136.209152,kristin52@gmail.com,True,43,0,AUD,GBP,2023-12-26 13:14:53,AUD
3239,2490,26,Male,Student,Master,Single,1,45812.38,28966.32,1666.12,2023-10-01,00:51:28,707.08,M005,Payment,Perth,Tablet,-30.000233,136.209152,martinrebecca@yahoo.com,True,95,1,AUD,GBP,2023-10-01 00:51:28,AUD
11605,4300,31,Female,Professional,High School,Divorced,1,57224.87,22291.56,3766.18,2023-10-18,03:30:38,380.98,M001,Purchase,Darwin,Mobile,-20.917574,142.702789,thomaschristopher@disposable.com,True,116,1,AUD,GBP,2023-10-18 03:30:38,AUD
15410,3234,22,Female,Professional,Bachelor,Single,1,67217.94,80440.94,10224.04,2023-08-31,10:38:20,208.49,M002,Purchase,Hobart,Tablet,-31.840233,145.612793,travisramsey@yahoo.com,False,47,0,AED,AUD,2023-08-31 10:38:20,AED
9840,279,48,Male,Student,Master,Married,0,137184.57,89654.01,8705.95,2023-12-23,09:21:09,350.53,M007,Purchase,Perth,Mobile,-31.840233,145.612793,isaacwoods@yahoo.com,False,64,0,AUD,GBP,2023-12-23 09:21:09,AUD
5844,4358,18,Female,Professional,Master,Married,3,64764.36,46415.63,35.55,2023-03-10,13:56:55,247.03,M002,Purchase,Canberra,Desktop,-20.917574,142.702789,gatesjane@gmail.com,True,71,0,AUD,GBP,2023-03-10 13:56:55,AUD
11877,4715,51,Female,Student,Master,Divorced,2,59837.45,22417.59,301.95,2023-04-01,05:59:26,477.56,M001,Purchase,Perth,Mobile,-41.640079,146.315918,dmay@tempmail.com,True,112,1,AUD,GBP,2023-04-01 05:59:26,AUD
5873,4781,26,Male,Student,PhD,Single,2,42633.34,17236.47,33.75,2023-12-21,23:48:01,732.42,M002,Payment,Canberra,Desktop,-37.0201,144.9646,desiree18@securemail.com,True,72,0,AUD,GBP,2023-12-21 23:48:01,AUD
16882,2087,41,Female,Professional,Bachelor,Married,4,43237.48,61619.13,4343.6,2023-01-12,05:58:21,149.66,M006,Purchase,Adelaide,Mobile,-31.840233,145.612793,leekimberly@outlook.com,False,70,1,AED,AUD,2023-01-12 05:58:21,AED
11882,4045,19,Female,Student,Bachelor,Married,2,119943.85,75258.44,13774.29,2023-08-07,20:34:20,67.13,M002,Transfer,Hobart,Mobile,-20.917574,142.702789,juliedawson@tempmail.com,False,94,0,AUD,GBP,2023-08-07 20:34:20,AUD
17722,1565,48,Female,Professional,High School,Single,2,104665.12,182726.14,461.68,2023-08-13,03:10:05,67.76,M005,Purchase,Perth,Mobile,-37.0201,144.9646,willisryan@yahoo.com,False,16,1,AED,AUD,2023-08-13 03:10:05,AED
4348,2519,39,Female,Professional,Master,Married,0,65457.0,27925.39,3060.58,2023-08-05,10:40:08,314.01,M003,Purchase,Adelaide,Mobile,-25.042261,117.793221,briansalazar@gmail.com,True,92,0,AUD,GBP,2023-08-05 10:40:08,AUD
15150,1223,36,Male,Professional,Master,Divorced,1,87804.4,83702.97,1839.59,2023-07-10,16:15:07,446.54,M007,Purchase,Sydney,Mobile,-30.000233,136.209152,melissasmith@yahoo.com,True,50,0,AED,AUD,2023-07-10 16:15:07,AED
13069,467,44,Female,Retired,Bachelor,Married,2,27826.41,9612.81,5335.1,2023-12-22,13:59:32,126.4,M001,Purchase,Sydney,Mobile,-25.042261,117.793221,jenniferyoung@yahoo.com,False,79,0,AUD,GBP,2023-12-22 13:59:32,AUD
11200,3489,30,Male,Student,High School,Married,2,85674.46,57789.19,5772.71,2023-07-29,19:12:32,70.96,M004,Transfer,Sydney,Mobile,-20.917574,142.702789,torreschristine@gmail.com,False,111,0,AUD,GBP,2023-07-29 19:12:32,AUD
16122,3575,30,Male,Professional,High School,Single,1,50793.66,90420.54,4946.84,2023-12-01,12:38:24,1045.02,M001,Purchase,Sydney,Tablet,-20.917574,142.702789,rsmith@yahoo.com,False,110,0,AED,AUD,2023-12-01 12:38:24,AED
10447,426,50,Female,Professional,Master,Married,2,43771.2,16770.27,3467.75,2023-10-31,12:00:29,141.72,M002,Payment,Brisbane,Mobile,-20.917574,142.702789,trevor02@tempmail.com,True,64,0,AUD,GBP,2023-10-31 12:00:29,AUD
16933,117,33,Male,Unemployed,Bachelor,Married,1,62738.71,114977.59,3330.01,2023-11-05,19:36:03,593.0,M006,Purchase,Brisbane,Mobile,-20.917574,142.702789,ahorne@gmail.com,True,30,0,AED,AUD,2023-11-05 19:36:03,AED
3653,75,27,Male,Professional,Master,Single,4,59156.26,22190.97,190.27,2023-04-26,09:05:35,567.77,M003,Purchase,Darwin,Tablet,-20.917574,142.702789,samuelsmith@gmail.com,True,82,0,AUD,GBP,2023-04-26 09:05:35,AUD
5872,206,60,Female,Student,Bachelor,Divorced,2,166460.9,118410.05,6688.34,2023-09-07,10:57:06,261.53,M003,Purchase,Sydney,Mobile,-37.0201,144.9646,moyerkyle@gmail.com,True,35,0,AUD,GBP,2023-09-07 10:57:06,AUD
7598,143,44,Male,Student,Master,Divorced,0,126426.22,68446.98,116.21,2023-10-28,23:59:59,1899.93,M008,Purchase,Darwin,Mobile,-20.917574,142.702789,jennifer01@gmail.com,False,75,0,AUD,GBP,2023-10-28 23:59:59,AUD
7377,2200,30,Female,Professional,High School,Single,0,24906.23,8667.48,378.49,2023-12-03,11:38:18,969.74,M007,Purchase,Canberra,Desktop,-25.042261,117.793221,yrodriguez@outlook.com,False,56,0,AUD,GBP,2023-12-03 11:38:18,AUD
3036,2032,35,Male,Student,Master,Married,0,55818.62,25449.35,1550.62,2023-12-05,06:54:12,172.38,M005,Purchase,Brisbane,Desktop,-37.0201,144.9646,kristin99@outlook.com,True,23,0,AUD,GBP,2023-12-05 06:54:12,AUD
7195,2618,26,Female,Unemployed,Bachelor,Married,2,34800.44,10484.28,1423.7,2023-04-28,23:59:59,139.76,M004,Transfer,Sydney,Desktop,-37.0201,144.9646,fsmith@gmail.com,False,94,0,AUD,GBP,2023-04-28 23:59:59,AUD
7464,4564,40,Male,Student,Master,Married,1,52217.02,18723.63,2041.63,2023-12-09,12:30:34,205.6,M005,Withdrawal,Perth,Desktop,-31.840233,145.612793,jcontreras@gmail.com,True,55,1,AUD,GBP,2023-12-09 12:30:34,AUD
10,800,27,Female,Professional,High School,Married,4,161055.25,97507.4,10221.39,2023-09-25,13:05:40,33.73,M006,Transfer,Melbourne,Mobile,-20.917574,142.702789,jerry78@outlook.com,False,110,0,AUD,GBP,2023-09-25 13:05:40,AUD
1426,1015,42,Female,Professional,Master,Single,4,92555.71,57093.03,234.9,2023-12-21,08:43:29,107.37,M004,Purchase,Hobart,Mobile,-37.0201,144.9646,geraldcook@gmail.com,False,95,0,AUD,GBP,2023-12-21 08:43:29,AUD
16473,4184,28,Male,Professional,Bachelor,Single,4,36817.71,60909.88,2860.07,2023-11-15,20:58:47,147.22,M003,Purchase,Adelaide,Desktop,-37.0201,144.9646,fuentescaitlin@yahoo.com,False,97,0,AED,AUD,2023-11-15 20:58:47,AED
16142,4980,27,Female,Professional,Bachelor,Married,4,61112.65,63966.03,5790.87,2023-10-22,04:41:58,623.99,M006,Withdrawal,Adelaide,Desktop,-31.840233,145.612793,kayla85@gmail.com,True,106,1,AED,AUD,2023-10-22 04:41:58,AED
16387,4615,47,Female,Student,Master,Single,0,79606.82,85922.95,1750.55,2023-07-13,15:22:40,1646.71,M007,Purchase,Melbourne,Mobile,-37.0201,144.9646,martinezbrittany@securemail.com,False,46,0,AED,AUD,2023-07-13 15:22:40,AED
12756,2755,18,Male,Student,Master,Married,1,64603.53,43396.16,5159.4,2023-07-19,00:06:59,29.11,M008,Purchase,Perth,Mobile,-19.491411,132.550964,markrivera@gmail.com,False,51,1,AUD,GBP,2023-07-19 00:06:59,AUD
2784,2404,36,Female,Professional,High School,Married,2,61072.02,19787.53,2511.08,2023-05-13,08:50:30,259.28,M005,Purchase,Brisbane,Desktop,-37.0201,144.9646,bethbrooks@outlook.com,True,22,0,AUD,GBP,2023-05-13 08:50:30,AUD
12346,666,48,Male,Professional,Bachelor,Single,4,50075.89,19422.92,2291.27,2023-11-18,17:11:14,35.19,M008,Payment,Sydney,Desktop,-31.840233,145.612793,bferguson@tempmail.com,False,14,0,AUD,GBP,2023-11-18 17:11:14,AUD
8515,2090,40,Male,Professional,PhD,Single,0,122235.52,37104.55,519.21,2023-10-05,02:35:01,41.73,M008,Purchase,Darwin,Desktop,-31.840233,145.612793,amandacruz@gmail.com,True,60,1,AUD,GBP,2023-10-05 02:35:01,AUD
1344,2155,26,Male,Retired,High School,Single,3,60007.9,24181.11,2654.45,2023-01-03,17:16:33,54.9,M005,Purchase,Adelaide,Mobile,-31.840233,145.612793,kleinashley@outlook.com,False,92,0,AUD,GBP,2023-01-03 17:16:33,AUD
372,200,33,Female,Student,High School,Single,1,72891.88,29468.42,2870.72,2023-08-15,04:41:18,1874.6,M007,Withdrawal,Canberra,Mobile,-25.042261,117.793221,jodi87@yahoo.com,False,64,1,AUD,GBP,2023-08-15 04:41:18,AUD
496,2787,20,Male,Student,Bachelor,Married,1,35364.16,21771.64,3232.65,2023-11-07,06:51:25,122.14,M001,Withdrawal,Sydney,Mobile,-31.840233,145.612793,ariasmary@disposable.com,False,12,1,AUD,GBP,2023-11-07 06:51:25,AUD
12791,4946,30,Female,Retired,Bachelor,Single,0,37583.17,26352.02,2860.39,2023-08-11,05:07:19,132.36,M001,Payment,Canberra,Mobile,-25.042261,117.793221,kholland@yahoo.com,False,48,1,AUD,GBP,2023-08-11 05:07:19,AUD
14090,1349,25,Male,Student,PhD,Single,1,48707.22,32822.89,2423.15,2023-10-07,10:34:36,42.88,M001,Transfer,Melbourne,Mobile,-37.0201,144.9646,phillipscassandra@tempmail.com,True,114,0,AUD,GBP,2023-10-07 10:34:36,AUD
5302,2668,30,Female,Professional,Master,Single,2,36419.55,23457.99,103.95,2023-05-01,02:01:30,469.07,M007,Transfer,Melbourne,Desktop,-20.917574,142.702789,brittanyclark@yahoo.com,False,47,0,AUD,GBP,2023-05-01 02:01:30,AUD
8724,2111,39,Male,Professional,High School,Married,1,78584.98,45963.66,64.38,2023-09-08,08:07:54,213.68,M007,Withdrawal,Hobart,Mobile,-30.000233,136.209152,harrellchristopher@outlook.com,False,98,1,AUD,GBP,2023-09-08 08:07:54,AUD
1244,4543,47,Male,Student,Bachelor,Married,0,114754.4,37277.29,1946.13,2023-02-21,05:59:37,32.9,M004,Transfer,Hobart,Mobile,-41.640079,146.315918,riveraadam@yahoo.com,True,112,1,AUD,GBP,2023-02-21 05:59:37,AUD
4365,4314,45,Female,Professional,High School,Married,4,52607.21,16273.51,3566.77,2023-10-28,12:32:54,452.33,M006,Purchase,Brisbane,Desktop,-37.0201,144.9646,jennifer93@gmail.com,False,37,0,AUD,GBP,2023-10-28 12:32:54,AUD
16278,599,18,Male,Student,Bachelor,Single,3,55251.27,47296.7,15396.16,2023-11-28,16:20:02,92.43,M005,Purchase,Darwin,Mobile,-37.0201,144.9646,gilbertsharon@tempmail.com,True,75,0,AED,AUD,2023-11-28 16:20:02,AED
1195,1913,28,Male,Professional,High School,Married,1,51864.91,23242.33,7205.09,2023-12-17,14:26:05,128.76,M004,Purchase,Darwin,Desktop,-20.917574,142.702789,torresrodney@outlook.com,False,9,0,AUD,GBP,2023-12-17 14:26:05,AUD
1423,948,45,Female,Professional,Bachelor,Single,4,51028.17,35338.7,318.11,2023-03-09,08:38:25,1109.89,M008,Purchase,Brisbane,Mobile,-37.0201,144.9646,martineztammy@outlook.com,False,66,0,AUD,GBP,2023-03-09 08:38:25,AUD
8480,4257,28,Male,Professional,Bachelor,Married,2,67741.56,28658.07,1751.09,2023-07-22,05:33:59,87.59,M003,Purchase,Canberra,Mobile,-31.840233,145.612793,adrian59@yahoo.com,False,73,1,AUD,GBP,2023-07-22 05:33:59,AUD
6287,1851,26,Male,Retired,Bachelor,Married,0,55591.07,24080.92,2116.74,2023-09-02,14:09:56,155.35,M006,Purchase,Brisbane,Desktop,-31.840233,145.612793,tuckerjennifer@yahoo.com,False,19,0,AUD,GBP,2023-09-02 14:09:56,AUD
11753,2888,38,Female,Professional,High School,Single,3,43115.52,27345.45,450.4,2023-06-18,15:30:25,80.09,M008,Purchase,Canberra,Mobile,-20.917574,142.702789,kevinking@gmail.com,True,10,0,AUD,GBP,2023-06-18 15:30:25,AUD
15132,373,46,Female,Unemployed,Bachelor,Married,4,87529.2,169905.85,2351.66,2023-04-12,07:24:41,47.14,M005,Payment,Canberra,Mobile,-35.473469,149.012375,rwallace@gmail.com,False,69,0,AED,AUD,2023-04-12 07:24:41,AED
